season,episode,title,scene,speaker,line
1,1,Good_News_Bad_News,2,george,"Ho ho ho, 'Had to'? 'Had to' come in?"
1,1,Good_News_Bad_News,2,jerry,"Yeah, but..."
1,1,Good_News_Bad_News,2,george,'Had to come in' and 'maybe we'll get together'? 'Had to' and 'maybe'?
1,1,Good_News_Bad_News,2,jerry,Yeah!
1,1,Good_News_Bad_News,2,george,"No...no...no, I hate to tell you this. You're not gonna see this woman."
1,1,Good_News_Bad_News,2,jerry,"What, are you serious...why, why did she call?"
1,1,Good_News_Bad_News,2,george,"How do I know, maybe, you know, maybe she wanted to be polite."
1,1,Good_News_Bad_News,2,jerry,To be polite? You are insane!
1,1,Good_News_Bad_News,2,george,"All right, all right, I didn't want to tell you this. You wanna know why she called you?"
1,1,Good_News_Bad_News,2,jerry,Yes!
1,1,Good_News_Bad_News,2,george,"You're a back-up, you're a second-line, a just-in-case, a B-plan, a contingency!"
1,1,Good_News_Bad_News,2,jerry,"Oh, I get it, this is about the button."
1,1,Good_News_Bad_News,2,george,"Claire, Claire, you're a woman, right?"
1,1,Good_News_Bad_News,2,george,"Uhm...I'd like to ask you...ask you to analyze a hypothetical phone call, you know, from a female point of view."
1,1,Good_News_Bad_News,2,jerry,"Oh, come on now, what are you asking her? Now, how is she gonna know?"
1,1,Good_News_Bad_News,2,george,"Now, a woman calls me, all right?"
1,1,Good_News_Bad_News,2,george,She says she 'has to' come to New York on business...
1,1,Good_News_Bad_News,2,jerry,Oh you are beautiful!
1,1,Good_News_Bad_News,2,george,"...and, and 'maybe' she'll see me when she gets there, does this woman intend to spend time with me?"
1,1,Good_News_Bad_News,2,george,So why did she call?
1,1,Good_News_Bad_News,2,george,To be polite. I rest my case.
1,1,Good_News_Bad_News,2,jerry,"Good. Did you have fun? You have no idea, what you're talking about, now, come on, come with me.  I gotta go get my stuff out of the dryer anyway."
1,1,Good_News_Bad_News,2,george,I'm not gonna watch you do laundry.
1,1,Good_News_Bad_News,2,jerry,"Oh, come on, be a come-with guy."
1,1,Good_News_Bad_News,2,george,"Come on, I'm tired."
1,1,Good_News_Bad_News,2,george,"Right, I knew I felt something!"
1,1,Good_News_Bad_News,3,george,Jerry? I have to tell you something. This is the dullest moment I've ever experienced.
1,1,Good_News_Bad_News,3,jerry,"Well, look at this guy. Look, he's got everything, he's got detergents, sprays, fabric softeners.  This is not his first load."
1,1,Good_News_Bad_News,3,george,"I need a break, Jerry, you know. I gotta get out of the city. I feel so cramped..."
1,1,Good_News_Bad_News,3,jerry,And you didn't even hear how she sounded.
1,1,Good_News_Bad_News,3,george,What?!
1,1,Good_News_Bad_News,3,jerry,Laura.
1,1,Good_News_Bad_News,3,george,I can't believe-  WE ALREADY DISCUSSED THIS!
1,1,Good_News_Bad_News,3,jerry,"Yeah, but how could you be so sure?"
1,1,Good_News_Bad_News,3,george,"'Cause it's signals, Jerry, it's signals!  Don't you- all right. Did she even ask you, what you were doin' tomorrow night, if you were busy?"
1,1,Good_News_Bad_News,3,jerry,No.
1,1,Good_News_Bad_News,3,george,She calls you today and she doesn't make a plan for tomorrow? What is that? It's Saturday night!
1,1,Good_News_Bad_News,3,jerry,Yeah.
1,1,Good_News_Bad_News,3,george,"What is that? It's ridiculous! You don't even know what hotel she's staying at, you can't call her. That's a signal, Jerry, that's a signal!  Signal!"
1,1,Good_News_Bad_News,3,jerry,Maybe you're right.
1,1,Good_News_Bad_News,3,george,Maybe I'm right? Of course I'm right.
1,1,Good_News_Bad_News,3,jerry,"This is insane. You know, I don't even know where she's staying! She, she's not gonna call me, this is unbelievable."
1,1,Good_News_Bad_News,3,george,"I know, I know. Listen, your stuff has to be done by now, why don't you just see if it's dry?"
1,1,Good_News_Bad_News,3,jerry,"No no no, don't interrupt the cycle. The machine is working, it, it knows what it's doing. Just let it finish."
1,1,Good_News_Bad_News,3,george,You're gonna overdry it.
1,1,Good_News_Bad_News,3,jerry,"You, you can't overdry."
1,1,Good_News_Bad_News,3,george,Why not?
1,1,Good_News_Bad_News,3,jerry,"Same as you can't overwet. You see, once something is wet, it's wet. Same thing with death. Like once you die you're dead, right? Let's say you drop dead and I shoot you. You're not gonna die again, you're already dead. You can't overdie, you can't overdry."
1,1,Good_News_Bad_News,3,george,Any questions?
1,1,Good_News_Bad_News,3,jerry,How could she not tell me where she was staying?
1,1,Good_News_Bad_News,3,george,Look at that. They're done!
1,1,Good_News_Bad_News,5,jerry,"If you know what happened in the Met game, don't say anything, I taped it, hello. Yeah, no, I'm sorry, you have the wrong number. Yeah, no"
1,1,Good_News_Bad_News,5,jerry,Yeah?
1,1,Good_News_Bad_News,5,kramer,Are you up?
1,1,Good_News_Bad_News,5,jerry,"Yeah, people do move. Have you ever seen the big trucks out on the street? Yeah, no problem."
1,1,Good_News_Bad_News,5,kramer,"Boy, the Mets blew it tonight, huh?"
1,1,Good_News_Bad_News,5,jerry,"Ohhhh, what are you doing? Kramer, it's a tape! I taped the game, it's one o'clock in the morning! I avoided human contact all night to watch this."
1,1,Good_News_Bad_News,5,kramer,"Hey, I'm sorry, I- you know, I, I thought you knew.  You got any meat?"
1,1,Good_News_Bad_News,5,jerry,"Meat? I don't, I don't know, go... hunt!  Well what happened in the game anyway?"
1,1,Good_News_Bad_News,5,kramer,"What happened? Well, they STUNK, that's what happened!"
1,1,Good_News_Bad_News,5,kramer,"You know, I almost wound up going to that game."
1,1,Good_News_Bad_News,5,jerry,Yeah you almost went to the game. You haven't been out of the building in ten years!
1,1,Good_News_Bad_News,5,kramer,Yeah.  Are you done with this?
1,1,Good_News_Bad_News,5,jerry,No.
1,1,Good_News_Bad_News,5,kramer,"When you're done, let me know."
1,1,Good_News_Bad_News,5,jerry,"Yeah, yeah...you can have it tomorrow."
1,1,Good_News_Bad_News,5,kramer,I thought I wasn't allowed to be in here this weekend.
1,1,Good_News_Bad_News,5,jerry,"No, it's okay now, that, that girl is not comin'. Uh, I misread the whole thing."
1,1,Good_News_Bad_News,5,kramer,You want me to talk to her?
1,1,Good_News_Bad_News,5,jerry,I don't think so.
1,1,Good_News_Bad_News,5,kramer,"Oh, I can be very persuasive. Do you know that I was almost... a lawyer."
1,1,Good_News_Bad_News,5,jerry,"That close, huh?"
1,1,Good_News_Bad_News,5,kramer,You better believe it.
1,1,Good_News_Bad_News,5,jerry,"Hello...Oh, hi, Laura."
1,1,Good_News_Bad_News,5,kramer,"Oh, give me it...let me talk to her."
1,1,Good_News_Bad_News,5,jerry,"No believe me, I'm always up at this hour. How are you?... Great... Sure... What time does the plane get in?... I got my friend George to take me..."
1,1,Good_News_Bad_News,5,kramer,SLIDE! Wow!
1,1,Good_News_Bad_News,5,jerry,"No, it's, it's just my neighbour... Um... Yeah, I got it.  I don't believe it. That was her. She wants to stay here!"
1,1,Good_News_Bad_News,6,jerry,"If my father was moving this he'd had to have a cigarette in his mouth the whole way.  'Have you got your end?...Your end's got to come down first, easy now, drop it down...drop it down, your end's got to come down.'"
1,1,Good_News_Bad_News,6,george,"You know, I can't believe you're bringin' in an extra bed for woman that wants to sleep with you. Why don't you bring in an extra guy too?"
1,1,Good_News_Bad_News,6,jerry,"Look, it's a very awkward situation. I don't wanna be presumptuous."
1,1,Good_News_Bad_News,6,george,"All right, all right, one more time, one more time! What was the exact phrasing of the request?"
1,1,Good_News_Bad_News,6,jerry,"All right, she said she couldn't find a decent hotel room..."
1,1,Good_News_Bad_News,6,george,A decent hotel-room...
1,1,Good_News_Bad_News,6,jerry,"Yeah, a decent hotel-room, would it be terribly inconvenient if she stayed at my place."
1,1,Good_News_Bad_News,6,george,"You can't be serious. This is New York city. There must be eleven million decent hotel rooms! Whatta you need? A flag?  This is the signal, Jerry, this is the signal!"
1,1,Good_News_Bad_News,6,jerry,"This is the signal? Thank you, Mr. Signal. Where were you yesterday?"
1,1,Good_News_Bad_News,6,george,I think I was affected by the caffeine.
1,1,Good_News_Bad_News,6,george,"Ho, ho, ho, good dog, good dog..."
1,1,Good_News_Bad_News,6,kramer,"Hey, he really likes you, George."
1,1,Good_News_Bad_News,6,george,"Well, that's flattering."
1,1,Good_News_Bad_News,6,kramer,"Oh, he's gettin' a drink of water.  Is this for that girl?"
1,1,Good_News_Bad_News,6,jerry,Yeah.
1,1,Good_News_Bad_News,6,kramer,Why even give her an option?
1,1,Good_News_Bad_News,6,jerry,"This is a person I like, it's not ""How to score on spring break""."
1,1,Good_News_Bad_News,6,george,"Right, can we go? 'Cause I'm double-parked, I'm gonna get a ticket."
1,1,Good_News_Bad_News,6,jerry,"Yeah, okay. Oh, wait a second. Oh, I forgot to clean the bathroom."
1,1,Good_News_Bad_News,6,george,So what? That's good.
1,1,Good_News_Bad_News,6,jerry,"Now, how could that be good?"
1,1,Good_News_Bad_News,6,george,"Because filth is good. Whaddaya think, rock stars have sponges and ammonia lyin' around the bathroom? They, have a woman comin' over, ""I've gotta tidy up?"" Yeah right, in these matters you never do what your instincts tell you. Always, ALWAYS do the opposite."
1,1,Good_News_Bad_News,6,jerry,This is how you operate?
1,1,Good_News_Bad_News,6,george,"Yeah, I wish."
1,1,Good_News_Bad_News,6,jerry,Let me just wipe the sink.
1,1,Good_News_Bad_News,6,kramer,Why even give her an option for?
1,1,Good_News_Bad_News,6,kramer,It's unbelievable.
1,1,Good_News_Bad_News,6,george,Yeah.
1,1,Good_News_Bad_News,6,kramer,How's the real estate-business?
1,1,Good_News_Bad_News,6,george,"It's uh, not bad, it's comin' along. Why? Did you need something."
1,1,Good_News_Bad_News,6,kramer,Do you handle any of that commercial...real estate?
1,1,Good_News_Bad_News,6,george,"Well, I might be getting into that."
1,1,Good_News_Bad_News,6,kramer,You keep me posted!
1,1,Good_News_Bad_News,6,george,I'm aware of you.  Let's go!
1,1,Good_News_Bad_News,8,jerry,Wouldn't it be great if you could ask a woman what she's thinking?
1,1,Good_News_Bad_News,8,george,"What a world that would be, if you just could ask a woman what she's thinkin'."
1,1,Good_News_Bad_News,8,jerry,"You know, instead, I'm like a detective. I gotta pick up clues, the whole thing is a murder investigation."
1,1,Good_News_Bad_News,8,george,"Listen, listen, don't get worked up, 'cause you're gonna know the whole story the minute she steps off the plane."
1,1,Good_News_Bad_News,8,jerry,Really? How?
1,1,Good_News_Bad_News,8,george,'Cause it's all in the greeting.
1,1,Good_News_Bad_News,8,jerry,Uh-huh.
1,1,Good_News_Bad_News,8,george,"All right, if she puts the bags down before she greets you, that's a good sign."
1,1,Good_News_Bad_News,8,jerry,Right.
1,1,Good_News_Bad_News,8,george,"You know, anything in the, in the lip area is good."
1,1,Good_News_Bad_News,8,jerry,Lip area.
1,1,Good_News_Bad_News,8,george,You know a hug: definitely good.
1,1,Good_News_Bad_News,8,jerry,Hug is definitely good.
1,1,Good_News_Bad_News,8,george,Sure.
1,1,Good_News_Bad_News,8,jerry,"Although what if it's one of those hugs where the shoulders are touching, the hips are eight feet apart?"
1,1,Good_News_Bad_News,8,george,"That's so brutal, I hate that."
1,1,Good_News_Bad_News,8,jerry,You know how they do that?
1,1,Good_News_Bad_News,8,george,"That's why, you know, a shake is bad."
1,1,Good_News_Bad_News,8,jerry,"Shake is bad, but what if it's the two-hander? The hand on the bottom, the hand on the top, the warm look in the eyes?"
1,1,Good_News_Bad_News,8,george,Hand sandwich.
1,1,Good_News_Bad_News,8,jerry,Right.
1,1,Good_News_Bad_News,8,george,"I see, well, that's open to interpretation. Because so much depends on the layering and the quality of the wetness in the eyes."
1,1,Good_News_Bad_News,8,jerry,"Hey, hey."
1,1,Good_News_Bad_News,8,jerry,It's good to see you.
1,1,Good_News_Bad_News,8,jerry,This is my friend George.
1,1,Good_News_Bad_News,8,george,"Hi, how are you?"
1,1,Good_News_Bad_News,8,jerry,This is Laura.
1,1,Good_News_Bad_News,8,george,"Laura, sure."
1,1,Good_News_Bad_News,8,jerry,I can't believe you're here.
1,1,Good_News_Bad_News,8,jerry,"Now that was an interesting greeting, did you notice that, George?"
1,1,Good_News_Bad_News,8,george,"Yes, the surprise blindfold greeting. That wasn't in the manual, I don't know."
1,1,Good_News_Bad_News,9,jerry,"So uh, what do you think?"
1,1,Good_News_Bad_News,9,jerry,"Yeah, it kind a motivates me to work on the road. So uh, make yourself at home.  So uh, can I get you anything? Uuhhh, bread, water...salad-dressing?"
1,1,Good_News_Bad_News,9,jerry,"Uh, yeah, I think I do."
1,1,Good_News_Bad_News,9,jerry,"Uh, no, yeah, go right ahead."
1,1,Good_News_Bad_News,9,jerry,"Uh, yeah, yeah, sure, why don't you stay? Yeah, uhm...What is your, what is your schedule for tomorrow? Are you, are you doin' anything?"
1,1,Good_News_Bad_News,9,jerry,Really? What would you like to do?
1,1,Good_News_Bad_News,9,jerry,"I'm just, I'm really glad you're here."
1,1,Good_News_Bad_News,9,jerry,"Um, it's for you."
1,1,Good_News_Bad_News,9,jerry,You're engaged?
1,1,Good_News_Bad_News,9,jerry,You're engaged?
1,1,Good_News_Bad_News,9,jerry,You're engaged.
1,1,Good_News_Bad_News,9,jerry,Yeah.
1,1,Good_News_Bad_News,9,jerry,Me too!
1,2,The_Stakeout,11,jerry,"So, I'm on line at the supermarket. Two women in front of me. One of them, her total was eight dollars, the other three dollars. They both of course choose to pay by the use of the..."
1,2,The_Stakeout,11,jerry,"Cheque. Now, the fact is, if it's a woman in front of you that's writing the cheque, you will not be waiting long. I have noticed that women are very fast with cheques, y'know, 'cause they write out so many cheques. The keys, they can never find in their purse, they don't know where that is, but the cheque book: they got that. They never fumble for the cheque book. The cheque book comes out of a holster:  ""Who do I make it out to? There's my ID."" There's something about a cheque that, to a man, is not masculine. I don't know exactly what it is. I think to a man, a cheque is like a note from your mother that says, ""I don't have any money, but if you'll contact these people, I'm sure they'll stick up for me... If you just trust me this one time- I don't have any money but I have these. I wrote on these. Is this of any value at all?"""
1,2,The_Stakeout,12,jerry,What's that one?
1,2,The_Stakeout,12,elaine,"""Coccoon II: The Return"". I guess they didn't like it up there."
1,2,The_Stakeout,12,jerry,"Maybe they came back for Chinese food. Y'know Maureen Stapleton, if she gets a craving, she's probably screamin' at those aliens, ""I gotta have a lo mein!"""
1,2,The_Stakeout,12,elaine,"Okay, what're we doing here? I have seen everything."
1,2,The_Stakeout,12,jerry,Oh yeah? I don't believe you've seen... this.
1,2,The_Stakeout,12,elaine,"Oh, lovely."
1,2,The_Stakeout,12,jerry,Yeah.
1,2,The_Stakeout,12,elaine,What do you think their parents think?
1,2,The_Stakeout,12,jerry,"""So, uh, what's your son doing now, Dr. Stevens?"" ""Oh, he's a public fornicator. Yes, he's a fine boy..."""
1,2,The_Stakeout,12,elaine,Y'know what? This would be a really funny gift for Pamela's birthday.
1,2,The_Stakeout,12,jerry,Pamela? Do I know her?
1,2,The_Stakeout,12,elaine,"Yeah, you met her when we were going out."
1,2,The_Stakeout,12,jerry,"Oh yeah, right..."
1,2,The_Stakeout,12,elaine,"You have no idea who I'm talking about, do you?"
1,2,The_Stakeout,12,jerry,No.
1,2,The_Stakeout,12,elaine,"Blonde hair, remember? Glasses?  Have you totally blocked out the entire time we were a couple?"
1,2,The_Stakeout,12,jerry,Riverside Drive.
1,2,The_Stakeout,12,elaine,"Right! In fact... No, never mind..."
1,2,The_Stakeout,12,jerry,"Well, what is it?"
1,2,The_Stakeout,12,elaine,"Well, a bunch of people are getting together tomorrow night at some bar for her birthday, but...  you don't want to go to... that... no."
1,2,The_Stakeout,12,jerry,"Wait a second, wait a second. We could work out a little deal here."
1,2,The_Stakeout,12,elaine,What little deal?
1,2,The_Stakeout,12,jerry,"I will go to that, if you go with me to a little family wedding I have on Saturday."
1,2,The_Stakeout,12,elaine,"A wedding? Have you lost it, man?"
1,2,The_Stakeout,12,jerry,"Y'know, my parents are coming in for this..."
1,2,The_Stakeout,12,elaine,They're coming in?
1,2,The_Stakeout,12,jerry,"Yeah, tomorrow."
1,2,The_Stakeout,12,elaine,"Hey, did your father ever get that hair weave?"
1,2,The_Stakeout,12,jerry,"No, no. Still doin' the big sweep across."
1,2,The_Stakeout,12,elaine,Why does he do that?
1,2,The_Stakeout,12,jerry,"Doesn't think anyone can tell. So c'mon, do we have a deal?"
1,2,The_Stakeout,12,elaine,A wedding?
1,2,The_Stakeout,12,jerry,There's a lot of people to mock...
1,2,The_Stakeout,12,elaine,"All right, what the hell."
1,2,The_Stakeout,12,jerry,Great!
1,2,The_Stakeout,12,woman,"When you're dead, you're dead. That's it. You're not goin' anywhere..."
1,2,The_Stakeout,13,elaine,C'mon lets go...
1,2,The_Stakeout,13,jerry,Was I supposed to bring something?
1,2,The_Stakeout,13,elaine,You could have.
1,2,The_Stakeout,13,jerry,I met her one time...
1,2,The_Stakeout,13,elaine,It is not necessary.
1,2,The_Stakeout,13,jerry,What did you say then?
1,2,The_Stakeout,13,elaine,Sssshhhhhh!!!
1,2,The_Stakeout,13,elaine,"Hi, Pamela, you remember Jerry."
1,2,The_Stakeout,13,jerry,"Hi, happy birthday."
1,2,The_Stakeout,13,jerry,I didn't bring anything.
1,2,The_Stakeout,13,jerry,"Oh, Okay  I'm sorry, I didn't know what to bring, nobody told me."
1,2,The_Stakeout,13,jerry,I'm in for five...
1,2,The_Stakeout,13,jerry,Uh-oh... What do we have here?
1,2,The_Stakeout,13,jerry,"Oh, I can't. Uh, I have a tendency to get chilly."
1,2,The_Stakeout,13,jerry,"Plus I'm wearing short sleeves, I don't want to expose my tattoos.  She's unbelievable!"
1,2,The_Stakeout,13,jerry,"What's going on here? Gotta be her boyfriend, she's too good to be alone. What's the difference, I can't maneouver anyway with Elaine next to me."
1,2,The_Stakeout,13,jerry,"Uh, friend of a friend. And you?"
1,2,The_Stakeout,13,elaine,"Oh, Jerry!"
1,2,The_Stakeout,13,jerry,"Oh no, not now."
1,2,The_Stakeout,13,elaine,I had this dream last night and you were in it.
1,2,The_Stakeout,13,jerry,"Oh really?  Oh God, I gotta get out of this."
1,2,The_Stakeout,13,elaine,"You were you, but, you weren't you..."
1,2,The_Stakeout,13,jerry,"No kidding.  Why is this happening? Please, make her stop!"
1,2,The_Stakeout,13,elaine,"I think, I think we were in my house where I grew up, and you were standing there, you were looking out the window..."
1,2,The_Stakeout,13,jerry,This is brutal.
1,2,The_Stakeout,13,elaine,You turned around and you had these wooden teeth.
1,2,The_Stakeout,13,jerry,"How do you like that? Can I turn now? Is this over? No, I can't, I can't. I'm stuck."
1,2,The_Stakeout,13,elaine,Jerry? Are you listening to me?
1,2,The_Stakeout,13,jerry,"Yes, I heard you."
1,2,The_Stakeout,13,jerry,"So, you're a lawyer..."
1,2,The_Stakeout,13,jerry,"Of course, they handled my tattoo removal lawsuit."
1,2,The_Stakeout,13,jerry,"Imagine, spelling ""Mom"" with two O's."
1,2,The_Stakeout,13,jerry,Comedian.
1,2,The_Stakeout,13,jerry,"Sagman, Bennet, Robbins, Oppenheim and Taft. Sagman, Bennet, Robbins, Oppenheim and Taft."
1,2,The_Stakeout,13,jerry,"I can't believe it. I got nothing! I don't even know her name! Sagman, Bennet, Robbins, Oppenheim and Taft. Sagman, Bennet, Robbins, Oppen... Sagman... Sag..."
1,2,The_Stakeout,14,jerry,"That wasn't so bad, really."
1,2,The_Stakeout,14,elaine,"Y'know, um, you could use a little work on your manners."
1,2,The_Stakeout,14,jerry,Why? What did I do?
1,2,The_Stakeout,14,elaine,"Wel-Well, I just don't appreciate these little courtesy responses, like I'm selling you aluminum siding."
1,2,The_Stakeout,14,jerry,I was listening!
1,2,The_Stakeout,14,elaine,"No! You couldn't wait to get back to your little... ""conversation""."
1,2,The_Stakeout,14,jerry,"No, you were talking about the, the um, the dream you had."
1,2,The_Stakeout,14,elaine,Uh-huh...
1,2,The_Stakeout,14,jerry,"Where you had, uh, wooden teeth."
1,2,The_Stakeout,14,elaine,"No! No! You had wooden teeth! You had wooden teeth! I didn't have wooden teeth, you did!"
1,2,The_Stakeout,14,jerry,"All right, so I had wooden teeth, so what?"
1,2,The_Stakeout,14,elaine,So nothing! Nothing.
1,2,The_Stakeout,16,jerry,Hey!
1,2,The_Stakeout,16,morty,"Ah, there he is!"
1,2,The_Stakeout,16,jerry,"This is what I like, see? You come home and your parents are in your bed!"
1,2,The_Stakeout,16,helen,"Y'know, Jerry, we don't have to do this."
1,2,The_Stakeout,16,jerry,"What are you talkin' about? It's fine, I love having you here."
1,2,The_Stakeout,16,helen,Tomorrow we'll go to a hotel.
1,2,The_Stakeout,16,jerry,"Ma, will you stop?"
1,2,The_Stakeout,16,helen,"No, why should we take over your apartment?"
1,2,The_Stakeout,16,jerry,I don't care. I'm sleeping next door.
1,2,The_Stakeout,16,helen,Your friend Kramer doesn't mind?
1,2,The_Stakeout,16,jerry,"No, he's making a bouillabaisse."
1,2,The_Stakeout,16,jerry,"So, dad, lemme ask you a question. How many people work at these big law offices?"
1,2,The_Stakeout,16,morty,Depends on the firm.
1,2,The_Stakeout,16,jerry,"Yeah, but if you called up and described someone, do you think they would know who it was?"
1,2,The_Stakeout,16,morty,What's the matter? You need a lawyer?
1,2,The_Stakeout,16,jerry,"No, I met someone at this party, and I know where she works, but I don't know her name."
1,2,The_Stakeout,16,morty,So why don't you ask someone who was at the party?
1,2,The_Stakeout,16,jerry,"Nah, the only one I could ask is Elaine, and I can't ask her."
1,2,The_Stakeout,16,helen,Why not?
1,2,The_Stakeout,16,jerry,Because it's complicated. There's some tension there.
1,2,The_Stakeout,16,helen,He used to go with her.
1,2,The_Stakeout,16,helen,Which one is she?
1,2,The_Stakeout,16,morty,From Maryland. The one who brought you the chocolate covered cherries you didn't like.
1,2,The_Stakeout,16,helen,"Oh yeah, very alert. Warm person."
1,2,The_Stakeout,16,jerry,"Oh yeah, she's great."
1,2,The_Stakeout,16,helen,"So, how come nothing materialized there?"
1,2,The_Stakeout,16,jerry,"Well, it's a tough thing to talk about uh. I dunno..."
1,2,The_Stakeout,16,helen,I know what it was.
1,2,The_Stakeout,16,jerry,You don't know what it was.
1,2,The_Stakeout,16,helen,"So, what was it?"
1,2,The_Stakeout,16,jerry,"Well, we fight a lot for some reason."
1,2,The_Stakeout,16,jerry,And there was a little problem with the physical chemistry.
1,2,The_Stakeout,16,helen,"Well, I think she's a very attractive girl."
1,2,The_Stakeout,16,jerry,"Oh, she is, she absolutely is."
1,2,The_Stakeout,16,helen,I can see if there was a weight problem...
1,2,The_Stakeout,16,jerry,"No, it's not that. It wasn't all one-sided."
1,2,The_Stakeout,16,helen,"You know, you can't be so particular. Nobody's perfect."
1,2,The_Stakeout,16,jerry,"I know, I know..."
1,2,The_Stakeout,16,morty,"Y'know Jerry, it's a good thing I wasn't so particular."
1,2,The_Stakeout,16,helen,"So who're you looking for, Sophia Loren?"
1,2,The_Stakeout,16,jerry,That's got nothin' to do with it.
1,2,The_Stakeout,16,morty,How about Loni Anderson?
1,2,The_Stakeout,16,helen,Where do you get Loni Anderson?
1,2,The_Stakeout,16,morty,"Why, what's wrong with Loni Anderson?"
1,2,The_Stakeout,16,helen,I like Elaine more than Loni Anderson.
1,2,The_Stakeout,16,jerry,"What are you two talking about? Look, Elaine just wasn't the one."
1,2,The_Stakeout,16,helen,And this other one's the one?
1,2,The_Stakeout,16,jerry,"I dunno, maybe..."
1,2,The_Stakeout,16,morty,So ask Elaine there for her number.
1,2,The_Stakeout,16,jerry,"I can't. She'll get upset. I never talk about other women with her, especially this one tonight."
1,2,The_Stakeout,16,helen,How could you still see her if your not interested?
1,2,The_Stakeout,16,jerry,We're friends.
1,2,The_Stakeout,16,morty,Doesn't sound like you're friends to me. If you were friends you'd-you'd ask her for the number. Do you know where this other one works?
1,2,The_Stakeout,16,jerry,Oh yeah.
1,2,The_Stakeout,16,morty,"Well, go up to the office."
1,2,The_Stakeout,16,helen,Up to her office?
1,2,The_Stakeout,16,morty,"Go to the building. She goes out to lunch, doesn't she?"
1,2,The_Stakeout,16,jerry,I guess.
1,2,The_Stakeout,16,morty,"So, you stand in the lobby, by the elevator, and wait for her to come down for lunch."
1,2,The_Stakeout,16,jerry,You mean stakeout the lobby?
1,2,The_Stakeout,16,helen,"Morty, that's ridiculous. Just ask Elaine for the number!"
1,2,The_Stakeout,16,morty,He doesn't want to ask Elaine for the number.
1,2,The_Stakeout,16,helen,So you've got him standing by the elevator like a dope! What happens when he sees her?
1,2,The_Stakeout,16,morty,He pretends he bumped into her!
1,2,The_Stakeout,16,jerry,Y'know what? This is not that bad an idea.
1,2,The_Stakeout,17,george,What does she look like?
1,2,The_Stakeout,17,jerry,I dunno. Hard to say.
1,2,The_Stakeout,17,george,What actress does she remind you of?
1,2,The_Stakeout,17,jerry,Loni Anderson.
1,2,The_Stakeout,17,george,Loni Anderson?!
1,2,The_Stakeout,17,jerry,"What, there's something wrong with Loni Anderson?  Hey listen, thanks again for running over here. I appreciate it."
1,2,The_Stakeout,17,george,"Yeah, sure. I was showing a condo on 48th street. Besides, you think I wanna miss this?"
1,2,The_Stakeout,17,jerry,I'm a little nervous.
1,2,The_Stakeout,17,george,"Yeah, me too..."
1,2,The_Stakeout,17,jerry,"If I see her, what do I say that I'm doing here in the building?"
1,2,The_Stakeout,17,george,You came to see me. I work in the building.
1,2,The_Stakeout,17,jerry,What do you do?
1,2,The_Stakeout,17,george,I'm an architect.
1,2,The_Stakeout,17,jerry,You're an architect?
1,2,The_Stakeout,17,george,I'm not?
1,2,The_Stakeout,17,jerry,I don't see architecture comin from you.
1,2,The_Stakeout,17,george,I suppose you could be an architect.
